email,telefon,tip_cont,tip_colaborator,prenume,nume,denumire_afisata_contact,username_propus,judet,localitate,denumire_organizatie,denumire_legala,cui,cui_cu_ro,reg_com,adresa_firma,reprezentant_legal,judet_firma,localitate_firma,adapost_public_ong,segmente,marketing_email_viitor,nota_interna,stare
,0742154890,adapost,adpub,,,PRIMĂRIA  ORAŞULUI  SIGHETU  MARMAŢIEI – SERVICIUL  DE  GESTIONARE CFS,,Maramureș,Sighetu Marmației,PRIMĂRIA  ORAŞULUI  SIGHETU  MARMAŢIEI – SERVICIUL  DE  GESTIONARE CFS,,,,,"Municipiul Sighetu Marmației, str. Nicolae Titulescu, FN","Vancea Laurentiu, Zerni Gheorghe (0742154890, 0748197803)",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/maramures/ | fingerprint=maramures|primaria orasului sighetu marmatiei – serviciul de gestionare cfs|municipiul sighetu marmatiei, str. nicolae titulescu, fn | Capacitate: 180; Program: L-V 8:00 – 16:00 , S-D 08:00 -12:00",ready
negrostarcomsrl@yahoo.com,0766649810,adapost,adpub,,,https://www.facebook.com/adapostseverin/?locale=ro_RO,,Mehedinți,Halanga,https://www.facebook.com/adapostseverin/?locale=ro_RO,,,,,"Sat Halanga, com. Izvoru barzii","Truta Dragos , tel: 0766649810",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/mehedinti/ | fingerprint=mehedinti|https://www.facebook.com/adapostseverin/?locale=ro_ro|sat halanga, com. izvoru barzii | Capacitate: 975; Program: Luni – Vineri: 11.00 – 16.00",ready
contact@primariastrehaia.ro,0756805747,adapost,adpub,,,http://www.primariastrehaia.ro/,,Mehedinți,Oraş Strehaia,http://www.primariastrehaia.ro/,,,,,"Oraş Strehaia, strada Republicii nr. 124","dr. Caprarescu Ramona (0756805747, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/mehedinti/ | fingerprint=mehedinti|http://www.primariastrehaia.ro/|oras strehaia, strada republicii nr. 124 | Capacitate: 80; Program: Luni – Vineri: 14.00 – 16.00 / Sâmbătă-Duminică: 10.00 – 12.00",ready
adpludus@yahoo.com,0731374209,adapost,adpub,,,ADAPOST CFS PRIMARIA LUDUS,,Mureș,Ludus,ADAPOST CFS PRIMARIA LUDUS,,,,,"Municipiul Ludus, str. Ciocarliei, nr. 1","Popa Liviu ( 0731374209, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/mures/ | fingerprint=mures|adapost cfs primaria ludus|municipiul ludus, str. ciocarliei, nr. 1 | Capacitate: 32; Program: L – V 07.00 -15.00",ready
secretariat@seretirgumures.ro,0724220462,adapost,adpub,,,ADAPOST PRIMĂRIA MUN. TÎRGU-MUREŞ,,Mureș,Targu Mureș,ADAPOST PRIMĂRIA MUN. TÎRGU-MUREŞ,,,,,"Municipiul Targu Mureș, strada Prutului, nr. 24",Nagy Emilia 0724220462,,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/mures/ | fingerprint=mures|adapost primaria mun. tirgu-mures|municipiul targu mures, strada prutului, nr. 24 | Capacitate: 250; Program: Luni – Vineri: 08.30 – 18.30",ready
office@primariareghin.ro,0743099111,adapost,adpub,,,ADAPOST PRIMĂRIA MUN. REGHIN,,Mureș,Reghin,ADAPOST PRIMĂRIA MUN. REGHIN,,,,,"Municipiul Reghin, str. Gării FN","Miron Stefan (0743099111, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/mures/ | fingerprint=mures|adapost primaria mun. reghin|municipiul reghin, str. garii fn | Capacitate: 120; Program: Luni – Vineri: 07.00 – 15.00, S-D: 08.00-12.00",ready
salubritaspn@gmail.com,0755106865,adapost,adpub,,,www.salubritas.ro Facebook,,Neamț,Piatra Neamț,www.salubritas.ro Facebook,,,,,"Municipiul Piatra Neamț, str. Gheorghe Doja, nr. 58","Murariu Carmen Maria (0755106865, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/neamt/ | fingerprint=neamt|www.salubritas.ro facebook|municipiul piatra neamt, str. gheorghe doja, nr. 58 | Capacitate: 570; Program: Luni – Vineri: 10.00 – 18.00 / Sâmbătă-Duminică: 08.00 – 14.00",ready
directiamunicipallocato@yahoo.com,0733959067,adapost,adpub,,,https://www.facebook.com/pages/category/Community-Organization/Adapost-caini-fara-stapan-Roman-797497350437736/,,Neamț,Mun. Roman,https://www.facebook.com/pages/category/Community-Organization/Adapost-caini-fara-stapan-Roman-797497350437736/,,,,,"Mun. Roman, strada Colectorului, nr. 21",Cozma Ioan (0733959067; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/neamt/ | fingerprint=neamt|https://www.facebook.com/pages/category/community-organization/adapost-caini-fara-stapan-roman-797497350437736/|mun. roman, strada colectorului, nr. 21 | Capacitate: 81; Program: Luni – Vineri: 10.00 – 18.00, Sâmbătă-Duminică: 08.00 – 10.00",ready
prietenii.nostrii@yahoo.com,0760702706,adapost,adprv,,,–,,Olt,Slatina,–,,,,,"Municipiul Slatina, strada Tudor Vladimirescu, nr. 169",Dinca Marin (0760702706; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/olt/ | fingerprint=olt|–|municipiul slatina, strada tudor vladimirescu, nr. 169 | Capacitate: 250; Program: Luni – Vineri: 10.00 – 14.00",ready
primariascornicesti@yahoo.com,0249460444,adapost,adpub,,,primariascornicesti.ro,,Olt,Scornicesti,primariascornicesti.ro,,,,,"Scornicesti, sat Constantinesti","Trasca Florin (0249460444, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/olt/ | fingerprint=olt|primariascornicesti.ro|scornicesti, sat constantinesti | Capacitate: 120; Program: Luni – Vineri: 09.00 – 14.00",ready
spgcfs.slatina@gmail.com,0249707408,adapost,adpub,,,https://www.facebook.com/spgcfs-slatina https://spgcfs-slatina.ro,,Olt,Mun. Slatina,https://www.facebook.com/spgcfs-slatina https://spgcfs-slatina.ro,,,,,"Mun. Slatina, strada Prunilor, nr. 8",Gramescu Pantelie Gabriel (0249707408; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/olt/ | fingerprint=olt|https://www.facebook.com/spgcfs-slatina https://spgcfs-slatina.ro|mun. slatina, strada prunilor, nr. 8 | Capacitate: 160; Program: Luni – Vineri: 11.00 – 15.30",ready
primariacorabia@primariacorabia.ro,0249560703,adapost,,,,www.adapost.primariacorabia.ro https://www.facebook.com/ADCorabiaOlt/,,Olt,Oraş Corabia,www.adapost.primariacorabia.ro https://www.facebook.com/ADCorabiaOlt/,,,,,"Oraş Corabia, strada Traian, nr. 2",Domozina Adrian (0249560703; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/olt/ | fingerprint=olt|www.adapost.primariacorabia.ro https://www.facebook.com/adcorabiaolt/|oras corabia, strada traian, nr. 2",ready
adapost.caini@primariabals.eu,0249450145,adapost,adpub,,,www.primariabals.eu,,Olt,STRADA PETRE PANDREA,www.primariabals.eu,,,,,"STRADA PETRE PANDREA, NR 125",Tilea Ionut (0249450145; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/olt/ | fingerprint=olt|www.primariabals.eu|strada petre pandrea, nr 125 | Capacitate: 160; Program: Luni – Vineri: 10.00 – 14.00",ready
adapostploiesti@yahoo.com,0244275702,adapost,adpub,,,ADAPOST CFS – BUCOV- ORDONANȚĂ SUSPENDARE TEMPORARĂ,,Prahova,Bucov,ADAPOST CFS – BUCOV- ORDONANȚĂ SUSPENDARE TEMPORARĂ,,,,,"Comuna Bucov, Calea Daciei nr. 11",Poenaru Dragoş (0244275702; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost cfs – bucov- ordonanta suspendare temporara|comuna bucov, calea daciei nr. 11 | Capacitate: 4500; Program: Luni – Dum: 08.00 – 14.30",ready
apa_ploiesti@yahoo.fr,0755035443,adapost,adpub,,,ADAPOST PRIMARIA CAMPINA – ASOCIATIA PENTRU PROTECTIA ANIMALELOR PLOIESTI,,Prahova,Campina,ADAPOST PRIMARIA CAMPINA – ASOCIATIA PENTRU PROTECTIA ANIMALELOR PLOIESTI,,,,,"Campina, str. Fabricii, FN","Teodoru Mihaela (0755035443, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost primaria campina – asociatia pentru protectia animalelor ploiesti|campina, str. fabricii, fn | Capacitate: 500; Program: Luni – Dum: 08.00 – 13.00",ready
,0755338047,adapost,adprv,,,ADAPOST ASOCIATIA ANCA HELPS ANIMALS,,Prahova,Urlati,ADAPOST ASOCIATIA ANCA HELPS ANIMALS,,,,,"Loc. Urlati, Str. Gladiolelor nr. 1",Anca Toma (0755338047),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost asociatia anca helps animals|loc. urlati, str. gladiolelor nr. 1 | Capacitate: 400; Program: Luni – Vineri: 10.00 – 14.00",ready
,0736102425,adapost,adprv,,,ADAPOST ERGA OMNES BLEJOI,,Prahova,Blejoi,ADAPOST ERGA OMNES BLEJOI,,,,,"Blejoi, parcela 108/95-108/87",Merezeanu Ionut (0736102425),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost erga omnes blejoi|blejoi, parcela 108/95-108/87 | Capacitate: 20, 10 pisici; Program: Luni – Dum: 10.00 – 12.00",ready
emiliaherescu@yahoo.com,0744363458,adapost,adprv,,,ADAPOST BOLDESTI -SCAENI,,Prahova,Oraş Boldești Scăeni,ADAPOST BOLDESTI -SCAENI,,,,,"Oraş Boldești Scăeni, strada Calea Unirii, nr. 1",Emilia Herescu (0744363458; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost boldesti -scaeni|oras boldesti scaeni, strada calea unirii, nr. 1 | Capacitate: 500; Program: Luni – Vineri: 08.00 – 16.00, S-D: 08.00 – 12.00",ready
alex.chirobocea@gmail.com,0732214869,adapost,adprv,,,ADAPOST ANIMAL RESCUE POTIGRAFU,,Prahova,Potigrafu,ADAPOST ANIMAL RESCUE POTIGRAFU,,,,,"Potigrafu, Puchenii Mari, parcela Ce605/2, nr cadastral 24828",Simon Hahn (0732214869; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost animal rescue potigrafu|potigrafu, puchenii mari, parcela ce605/2, nr cadastral 24828 | Capacitate: 500; Program: Luni – Vineri: 10.00 – 14.00",ready
hopeforstrays@yahoo.com,0725949288,adapost,adprv,,,ADAPOST ASOCIATIA HOPE FOR ROMANIAN STRAYS,,Prahova,Stănceşti,ADAPOST ASOCIATIA HOPE FOR ROMANIAN STRAYS,,,,,"Sat Stănceşti, Soseaua Nationala",Aniela Ghiţă 0725949288,,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost asociatia hope for romanian strays|sat stancesti, soseaua nationala | Capacitate: 550 caini, 10 pisici; Program: Luni – Dum: 10.00 – 14.00",ready
,0763612477,adapost,adpub,,,ADAPOST TARGSORUL VECHI- ORDONANȚĂ DE SUSPENDARE TEMPORARĂ,,Prahova,Târgşoru Vechi,ADAPOST TARGSORUL VECHI- ORDONANȚĂ DE SUSPENDARE TEMPORARĂ,,,,,"Comuna Târgşoru Vechi, sat Strejnicu",Aricesteanu Georgian (0763612477),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/prahova/ | fingerprint=prahova|adapost targsorul vechi- ordonanta de suspendare temporara|comuna targsoru vechi, sat strejnicu | Capacitate: 150; Program: Luni – Dum: 10.00 – 14.00",ready
fratzi65@gmail.com,,adapost,adprv,,,ADAPOST ASOCIATIA FREE LIFE SATU MARE,,Satu Mare,Satu Mare,ADAPOST ASOCIATIA FREE LIFE SATU MARE,,,,,"Municipiul Satu Mare, strada Curtuius 1 (Parc Industrial Sud)","Cadariu Carmen ( 0745 521 042, )",,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/satu-mare/ | fingerprint=satu-mare|adapost asociatia free life satu mare|municipiul satu mare, strada curtuius 1 (parc industrial sud) | Capacitate: 630; Program: Luni – Sambata 10.00 – 18.00 / Duminica: 10.00-14.00",ready
citadinzalau@gmail.com,0260612837,adapost,adpub,,,ADAPOST CFS (SC CITADIN SRL) ZALAU,,Sălaj,Zalău,ADAPOST CFS (SC CITADIN SRL) ZALAU,,,,,"Municipiul Zalău, strada Fabricii nr. 28","Gurzău Vasile (0260612837, 036008600; )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/salaj/ | fingerprint=salaj|adapost cfs (sc citadin srl) zalau|municipiul zalau, strada fabricii nr. 28 | Capacitate: 50; Program: Luni – Duminica: 10.00 – 15.00",ready
cainifarastapan@sibiu.ro,0372743677,adapost,adpub,,,http://www.cainifarastapan.sibiu.ro/,,Sibiu,Sibiu,http://www.cainifarastapan.sibiu.ro/,,,,,"Municipiul Sibiu, Str Rachitei FN.",Serb Ioana Lucia – 0372743677,,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/sibiu/ | fingerprint=sibiu|http://www.cainifarastapan.sibiu.ro/|municipiul sibiu, str rachitei fn. | Capacitate: 250; Program: Luni – Vineri: 10.00 – 18.00",ready
nelucu.maghiari@gmail.com,0744290924,adapost,adprv,,,https://www.facebook.com/Animal-Protect-Media%C8%99-113056570114735/,,Sibiu,Mun. Mediaş,https://www.facebook.com/Animal-Protect-Media%C8%99-113056570114735/,,,,,"Mun. Mediaş, strada Moşnei nr. 90",Szambati Zoltan (0744290924; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/sibiu/ | fingerprint=sibiu|https://www.facebook.com/animal-protect-media%c8%99-113056570114735/|mun. medias, strada mosnei nr. 90 | Capacitate: 60 cap.; Program: Luni – Vineri: 10.00 – 18.00",ready
office@primaria-avrig.ro,0743239056,adapost,adpub,,,www.primaria-avrig.ro,,Sibiu,Mârşa (Oraş Avrig),www.primaria-avrig.ro,,,,,"Sat Mârşa (Oraş Avrig), strada Uzinei, FN.",Chialda Cristian Ioan (0743239056; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/sibiu/ | fingerprint=sibiu|www.primaria-avrig.ro|sat marsa (oras avrig), strada uzinei, fn. | Capacitate: 100; Program: Luni – Vineri: 10.00 – 18.00",ready
clauddiudodoc@yahoo.com,0740347036,adapost,adprv,,,www.adapostcainicristian.ro,,Sibiu,Cristian,www.adapostcainicristian.ro,,,,,"loc. Cristian, nr. 18","Dodoc Claudiu (0740347036, )",,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/sibiu/ | fingerprint=sibiu|www.adapostcainicristian.ro|loc. cristian, nr. 18 | Capacitate: 250 cap.; Program: Luni – Vineri: 08.00 – 16.00",ready
,0742943020,adapost,adprv,,,Facebook,,Sibiu,Tichindeal,Facebook,,,,,"loc. Tichindeal, FN",Stanciu Ionut ( tel. 0742943020),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/sibiu/ | fingerprint=sibiu|facebook|loc. tichindeal, fn | Capacitate: 21 cap.; Program: Luni – Vineri: 10.00 – 18.00",ready
primsv@primariasv.ro,0757217199,adapost,adpub,,,ADAPOST CFS – PRIMARIA MUN. SUCEAVA,,Suceava,Suceava,ADAPOST CFS – PRIMARIA MUN. SUCEAVA,,,,,"Municipiul Suceava, strada Energeticienilor, FN",Flutur Elisa (0757217199); ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost cfs – primaria mun. suceava|municipiul suceava, strada energeticienilor, fn | Capacitate: 1000; Program: Luni – Vineri: 10.00 – 14.00",ready
uvavet@gmail.com,0758904304,adapost,adpub,,,ADAPOST CONS. LOCAL CAMPULUNG MOLDOVENESC (SC UVAVET PET SRL),,Suceava,Câmpulung Moldovenesc,ADAPOST CONS. LOCAL CAMPULUNG MOLDOVENESC (SC UVAVET PET SRL),,,,,Municipiul Câmpulung Moldovenesc,dr. Ungureanu Vlad (0758904304; ),,,1,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost cons. local campulung moldovenesc (sc uvavet pet srl)|municipiul campulung moldovenesc | Capacitate: 110; Program: Luni – Vineri: 10.00 – 18.00,ready
casaluipatrocle@gmail.com,0755662852,adapost,adprv,,,ADAPOST ASOCIATIA CASA LUI PATROCLE,,Suceava,Ilisesti,ADAPOST ASOCIATIA CASA LUI PATROCLE,,,,,loc. Ilisesti,Roxana Ciornei (0755662852),,,,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost asociatia casa lui patrocle|loc. ilisesti | Capacitate: 196; Program: Luni – Vineri: 08.00 – 17.00,ready
,0749336650,adapost,adpub,,,ADAPOST CFS – PRIMARIA Gura Humorului,,Suceava,Gura Humorului,ADAPOST CFS – PRIMARIA Gura Humorului,,,,,"Gura Humorului, Str. Lunca Boilor fn",Dr Ciornei Emil Petrica – 0749336650,,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost cfs – primaria gura humorului|gura humorului, str. lunca boilor fn | Capacitate: 50; Program: Luni – Vineri: 08.00 – 16.00",ready
as.unnouinceputonouaviata@yahoo.com,0759106176,adapost,adprv,,,"ADAPOST ASOCIATIA IMPERIUL CATEILOR – UN NOU INCEPUT, O NOUA VIATA",,Suceava,Suceava,"ADAPOST ASOCIATIA IMPERIUL CATEILOR – UN NOU INCEPUT, O NOUA VIATA",,,,,"Suceava, Berchisesti","Taran Gheorghita Catalin – (0759106176, )",,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost asociatia imperiul cateilor – un nou inceput, o noua viata|suceava, berchisesti | Capacitate: 700; Program: Luni – Vineri: 08.00 – 16.00",ready
savebythevetsolca@gmail.com,0711028089,adapost,adprv,,,ADAPOST ASOCIATIA SAVE BY THE VET,,Suceava,Solca,ADAPOST ASOCIATIA SAVE BY THE VET,,,,,Solca,"Dumitrescu Elisha (0711028089, )",,,,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost asociatia save by the vet|solca | Capacitate: 300; Program: Luni – Vineri: 10.00 – 18.00,ready
prodogsuceava@gmail.com,0744339774,adapost,adprv,,,ADAPOST ASOCIATIA PRO DOG,,Suceava,Suceava,ADAPOST ASOCIATIA PRO DOG,,,,,Suceava,"Horodincu Monica – (0744339774, )",,,,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost asociatia pro dog|suceava | Capacitate: 100; Program: Luni – Vineri: 10.00 – 18.00,ready
relatiipublice@primariaradauti.ro,0751508522,adapost,adpub,,,ADAPOST PRIMARIA RADAUTI,,Suceava,Radauti,ADAPOST PRIMARIA RADAUTI,,,,,loc. Radauti,"Olenici Angelica (0751508522, )",,,1,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost primaria radauti|loc. radauti | Capacitate: 70; Program: Luni – Vineri: 08.00 – 16.00,ready
arcaluioscar@gmail.com,0756921961,adapost,adpub,,,ADAPOST PRIMARIA SIRET/ASOCIATIA ARCA LUI OSCAR,,Suceava,Siret,ADAPOST PRIMARIA SIRET/ASOCIATIA ARCA LUI OSCAR,,,,,loc. Siret,"Astrid Haviar,tel.0756921961",,,1,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/suceava/ | fingerprint=suceava|adapost primaria siret/asociatia arca lui oscar|loc. siret | Capacitate: 100; Program: Luni – Vineri: 08.00 – 16.00,ready
csvalexandria@yahoo.com,0729612820,adapost,adpub,,,ADAPOST ALEXANDRIA – S.C. SERVICIUL SANITAR VETERINAR S.R.L.,,Teleorman,Alexandria,ADAPOST ALEXANDRIA – S.C. SERVICIUL SANITAR VETERINAR S.R.L.,,,,,"Municipiul Alexandria, strada Dunării, nr. 370 (zona CET)",dr. Petrescu Dorin (0729612820; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/teleorman/ | fingerprint=teleorman|adapost alexandria – s.c. serviciul sanitar veterinar s.r.l.|municipiul alexandria, strada dunarii, nr. 370 (zona cet) | Capacitate: 120; Program: Luni – Vineri: 08.30 – 14.00",ready
urbis_servrosiori@yahoo.com,0247466936,adapost,adpub,,,ADAPOST ROSIORII DE VEDE – S.C. URBIS SERVCONSTRUCT S.R.L.,,Teleorman,Roşiori de Vede,ADAPOST ROSIORII DE VEDE – S.C. URBIS SERVCONSTRUCT S.R.L.,,,,,"Municipiul Roşiori de Vede, strada Republicii nr. 31","Suna Amalia (0247466936, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/teleorman/ | fingerprint=teleorman|adapost rosiorii de vede – s.c. urbis servconstruct s.r.l.|municipiul rosiori de vede, strada republicii nr. 31 | Capacitate: 450; Program: Luni – Vineri: 08.00 – 16.00",ready
danyflorcanisa@yahoo.com,0256395051/0724389288,adapost,adprv,,,www.Danyflor.ro,,Timiș,Şag,www.Danyflor.ro,,,,,"Comuna Şag, DN 59, Km 12+200",Maxim Cristian (0256395051/0724389288; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|www.danyflor.ro|comuna sag, dn 59, km 12+200 | Capacitate: 530 caini, 30 pisici; Program: Luni – Vineri: 12.00 – 18.00",ready
salbastone@yahoo.com,0737835673,adapost,adprv,,,https://www.casa-cainelui.com/,,Timiș,Peciu Nou,https://www.casa-cainelui.com/,,,,,"Comuna Peciu Nou, DJ 593, Km 8",Romulus Sale (0737835673; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|https://www.casa-cainelui.com/|comuna peciu nou, dj 593, km 8 | Capacitate: 400; Program: Luni – Vineri: 10.00 – 12.00",ready
info@freeamely.ro,0731973866/0726692964,adapost,adprv,,,Facebook – free amely,,Timiș,Tapia,Facebook – free amely,,,,,"Sat Tapia, nr. 10 (între satele Tapia şi Măguri)",Balaj Elena (0731973866/0726692964; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|facebook – free amely|sat tapia, nr. 10 (intre satele tapia si maguri) | Capacitate: 120; Program: Luni – Vineri: 12.00 – 16.00",ready
littletoyssrl@gmail.com,0256705742,adapost,adpub,,,www.acslugoj.ro,,Timiș,Lugoj,www.acslugoj.ro,,,,,"Municipiul Lugoj, strada Plopilor, nr. 22 (Fdt. Traian Vuia nr.3)","Muntean Tiberiu (0256705742, 0734413230; )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|www.acslugoj.ro|municipiul lugoj, strada plopilor, nr. 22 (fdt. traian vuia nr.3) | Capacitate: 280; Program: Luni – Vineri: 10.00 – 17.00",ready
,0724346123,adapost,adprv,,,https://www.facebook.com/ACT.Timisoara/,,Timiș,Libling DE 638,https://www.facebook.com/ACT.Timisoara/,,,,,"Libling DE 638, CF 400231",Adriana Tudor – 0724346123,,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|https://www.facebook.com/act.timisoara/|libling de 638, cf 400231 | Capacitate: 100; Program: Luni – Vineri: 10.00 – 12.00",ready
stelalucitalosnichici@gmail.com,0790461710,adapost,adprv,,,Facebook – speranta animalelor timisoara,,Timiș,Timisoara,Facebook – speranta animalelor timisoara,,,,,"Timisoara, CF 433828","Nichici Luci Talos (0790461710, )",,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|facebook – speranta animalelor timisoara|timisoara, cf 433828 | Capacitate: 50; Program: Luni – Vineri: 10.00 – 12.00",ready
puiusimonica@yahoo.com,0748119949,adapost,adprv,,,https://www.facebook.com/pages/category/Nonprofit-Organization/Asociatia-BETTY-TESSA-1532384740341688/,,Timiș,V.V. Delamarina,https://www.facebook.com/pages/category/Nonprofit-Organization/Asociatia-BETTY-TESSA-1532384740341688/,,,,,"V.V. Delamarina, CF 403048","Imre Iuliu Augustin (0748119949, )",,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|https://www.facebook.com/pages/category/nonprofit-organization/asociatia-betty-tessa-1532384740341688/|v.v. delamarina, cf 403048 | Capacitate: 100 caini, 40 pisici; Program: Luni – Vineri: 10.00 – 12.00",ready
office@mosnita.ro,0784674926,adapost,adpub,,,Facebook – adapost mosnita noua,,Timiș,Mosnita Noua,Facebook – adapost mosnita noua,,,,,"Mosnita Noua, CF 422138","Radivoicovici Maria Monica (0784674926, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/timis/ | fingerprint=timis|facebook – adapost mosnita noua|mosnita noua, cf 422138 | Capacitate: 100; Program: Luni – Vineri: 10.00 – 18.00, Sambata 10.00 – 12.00",ready
serviciipublice@yahoo.com,0240515541,adapost,adpub,,,www.serviciipublicetulcea.ro,,Tulcea,Tulcea,www.serviciipublicetulcea.ro,,,,,"Municipiul Tulcea, strada Combustibilului, nr. 6",Lescai Alina 0240515541,,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/tulcea/ | fingerprint=tulcea|www.serviciipublicetulcea.ro|municipiul tulcea, strada combustibilului, nr. 6 | Capacitate: 80; Program: Luni – Vineri: 10.00 – 14.00",ready
serviciipublice@yahoo.com,0747782195,adapost,adprv,,,Facebook Adapost animale Daeni Tulcea,,Tulcea,Daeni,Facebook Adapost animale Daeni Tulcea,,,,,"Daeni, str. Loturilor, nr. 3",Geambazu Cristian (0747782195; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/tulcea/ | fingerprint=tulcea|facebook adapost animale daeni tulcea|daeni, str. loturilor, nr. 3 | Capacitate: 150; Program: Luni – Vineri: 08.00 – 16.00",ready
